BBG ISIN;NAME;INDUSTRY_SECTOR;INDUSTRY_SUBGROUP;MKT_CAP_LAST_TRD;CUR_MKT_CAP; has_large_mkt_cap ; has_large_mkt_cap ; has_large_mkt_cap ;AMT_ISSUED;SECURITY_TYP;CNTRY_OF_DOMICILE;CRNCY;LAST_UPDATE_DT;RTG_SP_LT_LC_ISSUER_CREDIT;RTG_MDY_ISSUER
MX01AC100006 ISIN;ARCA CONTINENTAL SAB DE CV;Consumer, Non-cyclical;Beverages-Non-alcoholic;11393.53;11393527960.90; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;25.07.2016;#N/A N/A;A2
MX01AX040009 ISIN;AXTEL SAB DE CV - CPO;Communications;Telephone-Integrated;606.44;#N/A N/A; -   ;;;#N/A Field Not Applicable;Unit;MX;USD;#N/A Field Not Applicable;BB;WR
MX01GA000004 ISIN;GRUPO AEROPORT DEL PACIFIC-B;Industrial;Airport Develop/Maint;5561.13;5561724830.22; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;29.07.2016;#N/A N/A;Baa1
MX01LA040003 ISIN;GRUPO LALA SAB DE CV;Consumer, Non-cyclical;Food-Dairy Products;5818.44;#N/A N/A; -   ;;;#N/A Field Not Applicable;Common Stock;MX;USD;#N/A Field Not Applicable;#N/A N/A;#N/A N/A
MX01OH010006 ISIN;OHL MEXICO SAB DE CV;Consumer, Non-cyclical;Public Thoroughfares;2453.12;2453120777.96; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;04.08.2016;#N/A N/A;#N/A N/A
MX01PI000005 ISIN;PROMOTORA Y OPERADORA DE INF;Industrial;Building-Heavy Construct;5104.90;5105449332.02; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;MX;USD;04.08.2016;NR;WR
MXCFFU000001 ISIN;FIBRA UNO ADMINISTRACION SA;Financial;REITS-Diversified;6552.28;6552278397.76; -   ; -   ; -   ;#N/A Field Not Applicable;REIT;MX;USD;05.08.2016;#N/A N/A;#N/A N/A
MXP000511016 ISIN;ALFA S.A.B.-A;Diversified;Diversified Operations;8141.60;8141595000.00; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;MX;USD;03.08.2016;BBB;#N/A N/A
MXP001661018 ISIN;GRUPO AEROPORT DEL SURESTE-B;Industrial;Airport Develop/Maint;4658.54;4659035496.45; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;27.07.2016;#N/A N/A;#N/A N/A
MXP001691213 ISIN;AMERICA MOVIL SAB DE C-SER L;Communications;Cellular Telecom;38052.04;38056120585.24; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;MX;USD;28.07.2016;A-;WR
MXP200821413 ISIN;CONTROLADORA COML MEXIC-UBC;Consumer, Non-cyclical;Food-Retail;1833.92;1834115230.48; -   ;;;#N/A Field Not Applicable;Unit;MX;USD;#N/A Field Not Applicable;NR;#N/A N/A
MXP225611567 ISIN;CEMEX SAB-CPO;Industrial;Bldg Prod-Cement/Aggreg;10783.76;10783763181.73; -   ; -   ; -   ;#N/A Field Not Applicable;Unit;MX;USD;05.08.2016;B+;WR
MXP2861W1067 ISIN;COCA-COLA FEMSA SAB-SER L;Consumer, Non-cyclical;Beverages-Non-alcoholic;15520.11;15521771459.38; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;14.07.2016;A-;WR
MXP320321310 ISIN;FOMENTO ECONOMICO MEXICA-UBD;Consumer, Non-cyclical;Beverages-Non-alcoholic;30703.70;30706996612.45; -   ; -   ; -   ;#N/A Field Not Applicable;Unit;MX;USD;13.07.2016;A-;#N/A N/A
MXP369181377 ISIN;EL PUERTO DE LIVERPOOL-C1;Consumer, Cyclical;Retail-Major Dept Store;13328.02;13329453182.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;26.07.2016;BBB+;#N/A N/A
MXP370641013 ISIN;GRUPO FINANCIERO INBURSA-O;Financial;Commer Banks Non-US;11219.25;11219252962.86; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;20.07.2016;#N/A N/A;#N/A N/A
MXP370711014 ISIN;GRUPO FINANCIERO BANORTE-O;Financial;Commer Banks Non-US;15255.51;15255512596.50; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;04.08.2016;#N/A N/A;#N/A N/A
MXP370841019 ISIN;GRUPO MEXICO SAB DE CV-SER B;Basic Materials;Non-Ferrous Metals;19696.05;19696050000.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;04.08.2016;BBB;#N/A N/A
MXP371491046 ISIN;EMPRESAS ICA S.A.B;Industrial;Building-Heavy Construct;65.78;#N/A N/A; -   ;;;#N/A Field Not Applicable;Common Stock;MX;USD;#N/A Field Not Applicable;D;WR
MXP461181085 ISIN;GRUPO CARSO SAB DE CV-SER A1;Diversified;Diversified Operations;9145.26;9145261949.07; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;01.08.2016;#N/A N/A;#N/A N/A
MXP4948K1056 ISIN;GRUMA S.A.B.-B;Consumer, Non-cyclical;Food-Flour&Grain;6054.16;6054159615.21; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;03.08.2016;BBB;WR
MXP495211262 ISIN;GRUPO BIMBO SAB- SERIES A;Consumer, Non-cyclical;Food-Baking;13665.15;13665147600.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;03.08.2016;BBB;#N/A N/A
MXP4987V1378 ISIN;GRUPO TELEVISA SAB-SER CPO;Communications;Broadcast Serv/Program;15476.48;#N/A N/A; -   ;;;#N/A Field Not Applicable;Unit;MX;USD;#N/A Field Not Applicable;BBB+;Baa1
MXP554091415 ISIN;INDUSTRIAS PENOLES SAB DE CV;Basic Materials;Non-Ferrous Metals;10393.08;10393076589.83; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;05.08.2016;BBB;Baa2 *-
MXP606941179 ISIN;KIMBERLY-CLARK DE MEXICO-A;Consumer, Non-cyclical;Consumer Products-Misc;7253.53;7254303149.07; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;02.08.2016;A-;#N/A N/A
NL0000009082 ISIN;KONINKLIJKE KPN NV;Communications;Telephone-Integrated;14518.87;14518865857.60; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;NL;USD;20.07.2016;BBB-;#N/A N/A
NL0000009082 ISIN;KONINKLIJKE KPN NV;Communications;Telephone-Integrated;14518.87;14518865857.60; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;NL;USD;20.07.2016;BBB-;#N/A N/A
NL0000009132 ISIN;AKZO NOBEL;Basic Materials;Chemicals-Diversified;16122.25;16122253417.20; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;NL;USD;28.07.2016;BBB+;#N/A N/A
NL0000009132 ISIN;AKZO NOBEL;Basic Materials;Chemicals-Diversified;16122.25;16122253417.20; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;NL;USD;28.07.2016;BBB+;#N/A N/A
NL0000009355 ISIN;UNILEVER NV-CVA;Consumer, Non-cyclical;Cosmetics&Toiletries;138177.24;138152259800.34; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Dutch Cert;GB;USD;04.08.2016;A+;A1
NL0000009355 ISIN;UNILEVER NV-CVA;Consumer, Non-cyclical;Cosmetics&Toiletries;138177.24;138152259800.34; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Dutch Cert;GB;USD;04.08.2016;A+;A1
NL0000009538 ISIN;KONINKLIJKE PHILIPS NV;Industrial;Electronic Compo-Misc;25151.18;25151181808.36; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;NL;USD;01.08.2016;BBB+;Baa1
NL0000009827 ISIN;KONINKLIJKE DSM NV;Basic Materials;Chemicals-Diversified;11248.35;#N/A N/A; -   ;;;#N/A Field Not Applicable;Common Stock;NL;USD;#N/A Field Not Applicable;A-;A3
NL0000303709 ISIN;AEGON NV;Financial;Multi-line Insurance;9061.45;9067902927.21; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;NL;USD;02.08.2016;A-;A3
NL0000379121 ISIN;RANDSTAD HOLDING NV;Consumer, Non-cyclical;Human Resources;7824.07;7824072296.25; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;NL;USD;21.07.2016;#N/A N/A;#N/A N/A
NL0000395903 ISIN;WOLTERS KLUWER;Communications;Publishing-Periodicals;6786.14;#N/A N/A; -   ;;;#N/A Field Not Applicable;Common Stock;NL;USD;#N/A Field Not Applicable;BBB+;#N/A N/A
NL0000687663 ISIN;AERCAP HOLDINGS NV;Financial;Finance-Leasing Compan;7253.40;7253398430.64; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;IE;USD;05.08.2016;BBB-;#N/A N/A
NL0006144495 ISIN;RELX NV;Consumer, Non-cyclical;Commercial Services;38402.52;38403080002.72; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;GB;USD;28.07.2016;BBB+;#N/A N/A
NL0009739424 ISIN;TNT EXPRESS NV;Industrial;Transport-Services;5670.13;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;NL;USD;27.07.2016;NR;WR
NL0009805522 ISIN;YANDEX NV-A;Communications;Web Portals/ISP;6950.12;6950119762.67; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;RU;USD;05.08.2016;#N/A N/A;#N/A N/A
NL0010273215 ISIN;ASML HOLDING NV;Technology;Semiconductor Equipment;47536.68;47536683853.00; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;NL;USD;05.08.2016;#N/A N/A;WR
NL0010672325 ISIN;KONINKLIJKE AHOLD NV;Consumer, Non-cyclical;Food-Retail; #N/A N/A ; #N/A N/A ;;;;#N/A Field Not Applicable;Common Stock;NL;MXN;#N/A Field Not Applicable;BBB;Baa2
NO0003033102 ISIN;KONGSBERG AUTOMOTIVE ASA;Consumer, Cyclical;Auto/Trk Prts&Equip-Orig;288.81;288805373.01; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;NO;USD;27.07.2016;#N/A N/A;#N/A N/A
NO0010686934 ISIN;REC SOLAR ASA;Energy;Energy-Alternate Sources;510.00;#N/A N/A; -   ;;;#N/A Field Not Applicable;Common Stock;SG;USD;#N/A Field Not Applicable;#N/A N/A;#N/A N/A
PR7331747001 ISIN;POPULAR INC;Financial;Commer Banks-Southern US;3782.09;3782087943.48; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;PR;USD;05.08.2016;B+;#N/A N/A
SE0000103699 ISIN;HEXAGON AB-B SHS;Industrial;Machinery-General Indust;14134.61;14128760807.30; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;SE;USD;08.07.2016;#N/A N/A;#N/A N/A
SE0000108227 ISIN;SKF AB-B SHARES;Industrial;Metal Processors&Fabrica;7219.68;7220941403.61; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;SE;USD;04.08.2016;BBB;#N/A N/A
SE0000108656 ISIN;ERICSSON LM-B SHS;Communications;Networking Products;24362.86;24349223806.20; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;SE;USD;05.08.2016;BBB+;WR
SE0000115446 ISIN;VOLVO AB-B SHS;Consumer, Cyclical;Auto-Med&Heavy Duty Trks;21915.59;21914694046.96; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;SE;USD;04.08.2016;BBB;Baa2
SE0000667925 ISIN;TELIA CO AB;Communications;Telephone-Integrated;19528.68;19528682362.31; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;SE;USD;01.08.2016;A-;#N/A N/A
SE0000667925 ISIN;TELIA CO AB;Communications;Telephone-Integrated;19528.68;19528682362.31; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;SE;USD;01.08.2016;A-;#N/A N/A
SE0005126729 ISIN;PA RESOURCES AB;Energy;Oil Comp-Explor&Prodtn;118.83;#N/A N/A; -   ;;;#N/A Field Not Applicable;Common Stock;SE;USD;#N/A Field Not Applicable;#N/A N/A;#N/A N/A
US00507V1098 ISIN;ACTIVISION BLIZZARD INC;Technology;Entertainment Software;30073.91;30073904034.72; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;BBB-;#N/A N/A
US00724F1012 ISIN;ADOBE SYSTEMS INC;Technology;Electronic Forms;49350.73;49350729943.68; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;A-;#N/A N/A
US00751Y1064 ISIN;ADVANCE AUTO PARTS INC;Consumer, Cyclical;Retail-Auto Parts;12540.57;12540571475.97; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;BBB-;WR
US0143391052 ISIN;ALDER BIOPHARMACEUTICALS INC;Consumer, Non-cyclical;Medical-Biomedical/Gene;1578.31;1578314664.70; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;#N/A N/A;#N/A N/A
US01609W1027 ISIN;ALIBABA GROUP HOLDING-SP ADR;Communications;E-Commerce/Products;211075.45;211075454530.38; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;ADR;CN;USD;05.08.2016;A+;#N/A N/A
US0231351067 ISIN;AMAZON.COM INC;Communications;E-Commerce/Products;363130.84;363130851701.16; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;AA-;WR
US04247X1028 ISIN;ARMSTRONG WORLD INDUSTRIES;Industrial;Bldg&Construct Prod-Misc;2452.42;2452420737.72; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;BB;#N/A N/A
US0453271035 ISIN;ASPEN TECHNOLOGY INC;Technology;Computer Aided Design;3440.89;3440887998.84; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;NR;WR
US05463EAB48 ISIN;AXIS BANK/DUBAI;Financial;Commer Banks Non-US; #N/A Field Not Applicable ; 1,357,945,857,130.00 ;; 1.00 ; 1.00 ;750000000;EURO MTN;AE;USD;05.08.2016;#N/A N/A;#N/A N/A
US05577E1010 ISIN;BT GROUP PLC-SPON ADR;Communications;Telephone-Integrated;53211.96;53211957654.40; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;ADR;GB;USD;05.08.2016;BBB+;#N/A N/A
US0567521085 ISIN;BAIDU INC - SPON ADR;Communications;Web Portals/ISP;57955.37;57955366845.00; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;ADR;CN;USD;05.08.2016;#N/A N/A;A3
US05965X1090 ISIN;BANCO SANTANDER-CHILE-ADR;Financial;Commer Banks Non-US;10020.62;10020622792.59; -   ; -   ; -   ;#N/A Field Not Applicable;ADR;CL;USD;05.08.2016;A;#N/A N/A
US06120TAA60 ISIN;BANK OF CHINA;Financial;Commer Banks Non-US; #N/A Field Not Applicable ; 1,096,436,609,100.00 ;; 1.00 ; 1.00 ;3000000000;EURO-DOLLAR;CN;USD;05.08.2016;A;#N/A N/A
US0640581007 ISIN;BANK OF NEW YORK MELLON CORP;Financial;Fiduciary Banks;43621.85;43621846596.00; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;A;A1
US06652K1034 ISIN;BANKUNITED INC;Financial;Commer Banks-Southern US;3165.10;3165102362.91; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;#N/A N/A;#N/A N/A
US0846701086 ISIN;BERKSHIRE HATHAWAY INC-CL A;Financial;Reinsurance;358774.54;358774539949.65; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;AA;Aa2
US09061G1013 ISIN;BIOMARIN PHARMACEUTICAL INC;Consumer, Non-cyclical;Medical-Biomedical/Gene;16060.18;16060182114.66; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;NR;#N/A N/A
US1014051080 ISIN;BOULDER BRANDS INC;Consumer, Non-cyclical;Food-Misc/Diversified;680.98;#N/A N/A; -   ;;;#N/A Field Not Applicable;Common Stock;US;USD;#N/A Field Not Applicable;NR;#N/A N/A
US1255091092 ISIN;CIGNA CORP;Consumer, Non-cyclical;Medical-HMO;32969.26;32969264403.50; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;A      *-;#N/A N/A
US1270971039 ISIN;CABOT OIL & GAS CORP;Energy;Oil Comp-Explor&Prodtn;11424.04;11424040627.04; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;#N/A N/A;#N/A N/A
US16939P1066 ISIN;CHINA LIFE INSURANCE CO-ADR;Financial;Life/Health Insurance;82067.37;82081992353.61; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;ADR;CN;USD;05.08.2016;AA-;#N/A N/A
US1694261033 ISIN;CHINA TELECOM CORP LTD-ADR;Communications;Telecom Services;41283.60;41283601080.54; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;ADR;CN;USD;05.08.2016;#N/A N/A;#N/A N/A
US1713401024 ISIN;CHURCH & DWIGHT CO INC;Consumer, Non-cyclical;Soap&Cleaning Prepar;12946.84;12946839393.32; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;BBB+;WR
US1729674242 ISIN;CITIGROUP INC;Financial;Diversified Banking Inst;132833.70;132833701017.36; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;BBB+;#N/A N/A
US177376AD23 ISIN;CITRIX SYSTEMS INC;Technology;Applications Software; #N/A Field Not Applicable ; 13,236,786,160.00 ;; 1.00 ; 1.00 ;1437500000;US DOMESTIC;US;USD;05.08.2016;NR;#N/A N/A
US2041661024 ISIN;COMMVAULT SYSTEMS INC;Technology;Data Processing/Mgmt;2274.45;2274450688.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;#N/A N/A;#N/A N/A
US23918K1088 ISIN;DAVITA HEALTHCARE PARTNERS I;Consumer, Non-cyclical;Dialysis Centers;15892.24;15892240000.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;BB;WR
US2547091080 ISIN;DISCOVER FINANCIAL SERVICES;Financial;Finance-Credit Card;23325.61;23325610513.53; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;BBB-;#N/A N/A
US25470F3029 ISIN;DISCOVERY COMMUNICATIONS-C;Communications;Broadcast Serv/Program;15656.59;15656593208.78; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;BBB-;#N/A N/A
US25470M1099 ISIN;DISH NETWORK CORP-A;Communications;Cable/Satellite TV;23903.09;23903085979.68; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;B+;WR
US2686481027 ISIN;EMC CORP/MA;Technology;Computers-Memory Devices;55571.18;55571180365.02; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;A      *-;#N/A N/A
US2786421030 ISIN;EBAY INC;Communications;E-Commerce/Products;35439.90;35439901638.72; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;BBB+;Baa1
US28176E1082 ISIN;EDWARDS LIFESCIENCES CORP;Consumer, Non-cyclical;Medical Instruments;24104.27;24104269694.44; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;BBB-;#N/A N/A
US2855121099 ISIN;ELECTRONIC ARTS INC;Technology;Entertainment Software;24062.44;24062445067.20; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;BBB-;Baa2
US30303M1027 ISIN;FACEBOOK INC-A;Communications;Internet Content-Entmnt;359346.74;359346733616.25; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;#N/A N/A;#N/A N/A
US34959E1091 ISIN;FORTINET INC;Technology;Computer Data Security;5778.13;5778134557.58; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;#N/A N/A;#N/A N/A
US3696041033 ISIN;GENERAL ELECTRIC CO;Industrial;Diversified Manufact Op;280307.37;280307368240.00; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;AA+;A1
US38059T1060 ISIN;GOLD FIELDS LTD-SPONS ADR;Basic Materials;Gold Mining;5044.21;5044210820.98; -   ; -   ; -   ;#N/A Field Not Applicable;ADR;ZA;USD;05.08.2016;BB+;#N/A N/A
US404280AH22 ISIN;HSBC HOLDINGS PLC;Financial;Diversified Banking Inst; #N/A Field Not Applicable ; 107,220,805,480.00 ;; 1.00 ; 1.00 ;2500000000;GLOBAL;GB;USD;05.08.2016;A;#N/A N/A
US404280AR04 ISIN;HSBC HOLDINGS PLC;Financial;Diversified Banking Inst; #N/A Field Not Applicable ; 107,220,805,480.00 ;; -   ; -   ;1500000000;GLOBAL;GB;USD;05.08.2016;A;#N/A N/A
US4052171000 ISIN;HAIN CELESTIAL GROUP INC;Consumer, Non-cyclical;Food-Misc/Diversified;5385.51;5385512511.10; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;#N/A N/A;#N/A N/A
US45174L1089 ISIN;IKANG HEALTHCARE GROUP-ADR;Consumer, Non-cyclical;Medical Labs&Testing Srv;1302.52;1302521548.72; -   ; -   ; -   ;#N/A Field Not Applicable;ADR;CN;USD;05.08.2016;#N/A N/A;#N/A N/A
US4523271090 ISIN;ILLUMINA INC;Consumer, Non-cyclical;Medical-Biomedical/Gene;24413.30;24413298000.00; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;BBBu;#N/A N/A
US53071M1045 ISIN;LIBERTY INTERACTIVE CORP Q-A;Consumer, Cyclical;Retail-Catalog Shopping;9817.78;9817777132.49; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Tracking Stk;US;USD;05.08.2016;BB;#N/A N/A
US5486611073 ISIN;LOWE'S COS INC;Consumer, Cyclical;Retail-Building Products;72412.48;72412477391.52; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;A-;#N/A N/A
US5500211090 ISIN;LULULEMON ATHLETICA INC;Consumer, Cyclical;Retail-Apparel/Shoe;10656.89;10656886377.20; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CA;USD;05.08.2016;#N/A N/A;#N/A N/A
US5528481030 ISIN;MGIC INVESTMENT CORP;Financial;Financial Guarantee Ins;2551.40;2551403164.73; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;BBu;#N/A N/A
US6092071058 ISIN;MONDELEZ INTERNATIONAL INC-A;Consumer, Non-cyclical;Food-Misc/Diversified;67308.00;67308000228.86; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;BBB;Baa1
US6350171061 ISIN;NATIONAL BEVERAGE CORP;Consumer, Non-cyclical;Beverages-Non-alcoholic;2517.77;2517772816.00; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;#N/A N/A;#N/A N/A
US64110L1061 ISIN;NETFLIX INC;Communications;Internet Content-Entmnt;41599.22;41599224397.64; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;B+;#N/A N/A
US64115T1043 ISIN;NETSCOUT SYSTEMS INC;Technology;Computers-Integrated Sys;2569.35;2569353429.72; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;#N/A N/A;#N/A N/A
US65249B2088 ISIN;NEWS CORP - CLASS B;Communications;Publishing-Newspapers;7531.03;7531030034.39; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;#N/A N/A;#N/A N/A
US65473P1057 ISIN;NISOURCE INC;Utilities;Gas-Distribution;8006.31;8006305649.30; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;BBB+;#N/A N/A
US7185461040 ISIN;PHILLIPS 66;Energy;Oil Refining&Marketing;40928.64;40928645317.56; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;BBB+;A3
US7427181091 ISIN;PROCTER & GAMBLE CO/THE;Consumer, Non-cyclical;Cosmetics&Toiletries;228333.65;228333652979.70; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;AA-;Aa3
US74734M1099 ISIN;QIHOO 360 TECHNOLOGY CO-ADR;Communications;Internet Security;9956.55;9956545594.04; -   ; -   ; -   ;#N/A Field Not Applicable;ADR;CN;USD;15.07.2016;#N/A N/A;#N/A N/A
US7835131043 ISIN;RYANAIR HOLDINGS PLC-SP ADR;Consumer, Cyclical;Airlines; #N/A N/A ; #N/A N/A ;;;;#N/A Field Not Applicable;ADR;IE;EUR;#N/A Field Not Applicable;BBB+;#N/A N/A
US82571BAB80 ISIN;SIAM COMMERCIAL BANK CAY;Financial;Commer Banks Non-US; #N/A Field Not Applicable ; #N/A N/A ;; -   ; -   ;750000000;EURO MTN;KY;USD;20.07.2016;#N/A N/A;#N/A N/A
US86732Y1091 ISIN;SUNEDISON INC;Energy;Energy-Alternate Sources;45.81;45809455.79; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;NR;#N/A N/A
US8716281030 ISIN;SYNTHESIS ENERGY SYSTEMS INC;Utilities;Independ Power Producer;89.57;89572824.21; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;#N/A N/A;#N/A N/A
US8740801043 ISIN;TAL EDUCATION GROUP- ADR;Consumer, Non-cyclical;Schools;4853.77;4853774787.66; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;ADR;CN;USD;05.08.2016;#N/A N/A;#N/A N/A
US89977P1066 ISIN;TUNIU CORP-SPON ADR;Communications;E-Commerce/Services;1130.49;1130486863.48; -   ; 1.00 ; 1.00 ;#N/A Field Not Applicable;ADR;CN;USD;05.08.2016;#N/A N/A;#N/A N/A
US90130A2006 ISIN;TWENTY-FIRST CENTURY FOX - B;Communications;Multimedia;49207.31;49207307868.12; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;BBB+;#N/A N/A
US9130171096 ISIN;UNITED TECHNOLOGIES CORP;Industrial;Aerospace/Defense-Equip;90170.51;90170509485.26; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;A-;A3
US92826C8394 ISIN;VISA INC-CLASS A SHARES;Financial;Finance-Credit Card;189195.31;189195315042.51; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;A+;A1
US92849E1010 ISIN;VITAMIN SHOPPE INC;Consumer, Cyclical;Retail-Vitamins/Nutr Sup;653.07;653065142.04; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;NR;#N/A N/A
US9311421039 ISIN;WAL-MART STORES INC;Consumer, Cyclical;Retail-Discount;229883.87;229883862140.96; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;05.08.2016;AA;Aa2
