BBG ISIN;NAME;INDUSTRY_SECTOR;INDUSTRY_SUBGROUP;MKT_CAP_LAST_TRD;CUR_MKT_CAP; has_large_mkt_cap ; has_large_mkt_cap ; has_large_mkt_cap ;AMT_ISSUED;SECURITY_TYP;CNTRY_OF_DOMICILE;CRNCY;LAST_UPDATE_DT;RTG_SP_LT_LC_ISSUER_CREDIT;RTG_MDY_ISSUER;VOLUME_AVG_6M;CNTRY_OF_RISK;ULT_PARENT_CNTRY_OF_RISK
KYG127751058 ISIN;BOYAA INTERACTIVE INTERNATIO;Technology;Entertainment Software;252.48;252481335.81; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;03.08.2016;#N/A N/A;#N/A N/A;17509.25195;CN;CN
KYG190211071 ISIN;CAR INC;Consumer, Non-cyclical;Rental Auto/Equipment;4507.09;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;#N/A Field Not Applicable;BB+;#N/A N/A;#N/A N/A;CN;CN
KYG2103F1019 ISIN;CHEUNG KONG PROPERTY HOLDING;Financial;Real Estate Oper/Develop;27572.22;27572220660.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;08.08.2016;A-;#N/A N/A;10386.23633;HK;HK
KYG211071009 ISIN;CHINA CORD BLOOD CORP;Consumer, Non-cyclical;Medical Labs&Testing Srv;422.84;422839549.44; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;08.08.2016;#N/A N/A;#N/A N/A;48277.55859;HK;HK
KYG211081248 ISIN;CHINA MEDICAL SYSTEM HOLDING;Consumer, Non-cyclical;Medical Products;3556.76;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;#N/A Field Not Applicable;#N/A N/A;#N/A N/A;2244.102295;CN;CN
KYG2140A1076 ISIN;CIFI HOLDINGS GROUP CO LTD;Financial;Real Estate Oper/Develop;14759.27;14759271197.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;HKD;09.08.2016;BB-;#N/A N/A;6918501;CN;CN
KYG217651051 ISIN;CK HUTCHISON HOLDINGS LTD;Diversified;Diversified Operations;46532.28;46532283996.00; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;HK;USD;08.08.2016;A-;A3;8151.228516;HK;HK
KYG217651051 ISIN;CK HUTCHISON HOLDINGS LTD;Diversified;Diversified Operations;46532.28;46532283996.00; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;HK;USD;08.08.2016;A-;A3;8151.228516;HK;HK
KYG2198S1093 ISIN;CIMC ENRIC HOLDINGS LTD;Energy;Oil Field Mach&Equip;1354.40;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;#N/A Field Not Applicable;#N/A N/A;#N/A N/A;#N/A N/A;CN;CN
KYG2418K1004 ISIN;COOLPAD GROUP LTD;Communications;Wireless Equipment;929.77;929770683.80; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;08.08.2016;#N/A N/A;#N/A N/A;3480.740234;CN;CN
KYG245241032 ISIN;COUNTRY GARDEN HOLDINGS CO;Financial;Real Estate Oper/Develop;9328.56;9328559008.44; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;08.08.2016;BB;#N/A N/A;5978.527344;CN;CN
KYG368441195 ISIN;FUFENG GROUP LTD;Basic Materials;Chemicals-Specialty;6167.39;6167385435.70; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;HKD;09.08.2016;BB+;#N/A N/A;2955179;CN;CN
KYG3958R1092 ISIN;GOLDEN EAGLE RETAIL GROUP;Consumer, Cyclical;Retail-Regnl Dept Store;1876.69;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;#N/A Field Not Applicable;BB-;WR;60401.51172;CN;CN
KYG4402L1510 ISIN;HENGAN INTL GROUP CO LTD;Consumer, Non-cyclical;Feminine Health Care Prd;10296.17;10296166563.85; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;08.08.2016;#N/A N/A;#N/A N/A;3414.244141;CN;CN
KYG4587S1049 ISIN;GREENLAND HONG KONG HOLDINGS;Financial;Real Estate Oper/Develop;2275.70;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;#N/A Field Not Applicable;BB-;#N/A N/A;#N/A N/A;CN;CN
KYG459951003 ISIN;HOPEWELL HIGHWAY INFRASTRUCT;Industrial;Building-Heavy Construct;1543.93;1543926831.78; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;03.08.2016;#N/A N/A;#N/A N/A;108.5196838;HK;HK
KYG525621408 ISIN;KINGBOARD CHEMICAL HOLDINGS;Basic Materials;Chemicals-Other;2051.20;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;#N/A Field Not Applicable;NR;#N/A N/A;224.2519684;HK;HK
KYG5264Y1089 ISIN;KINGSOFT CORP LTD;Technology;Entertainment Software;2318.83;2318828760.86; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;13.07.2016;#N/A N/A;#N/A N/A;12.99212551;CN;CN
KYG5427W1309 ISIN;LEE & MAN PAPER MANUFACTURIN;Industrial;Containers-Paper/Plastic;3417.45;3417449250.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;12.07.2016;#N/A N/A;#N/A N/A;390.3543396;HK;VG
KYG5636C1078 ISIN;LONKING HOLDINGS LTD;Industrial;Machinery-Constr&Mining;662.88;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;#N/A Field Not Applicable;NR;#N/A N/A;239.0314941;CN;CN
KYG607441022 ISIN;MGM CHINA HOLDINGS LTD;Consumer, Cyclical;Casino Hotels;5358.00;5358000001.41; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MO;USD;03.08.2016;#N/A N/A;#N/A N/A;1944.299194;MO;US
KYG6145U1094 ISIN;MINTH GROUP LTD;Consumer, Cyclical;Auto/Trk Prts&Equip-Orig;2209.43;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;#N/A Field Not Applicable;#N/A N/A;#N/A N/A;#N/A N/A;CN;CN
KYG686121032 ISIN;PACIFIC TEXTILES HOLDINGS;Consumer, Cyclical;Textile-Products; #N/A N/A ; #N/A N/A ; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;#N/A Field Not Applicable;#N/A N/A;#N/A N/A;#N/A N/A;HK;HK
KYG869731078 ISIN;TCC INTL HLDGS LTD;Industrial;Bldg Prod-Cement/Aggreg;322.76;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;#N/A Field Not Applicable;#N/A N/A;#N/A N/A;#N/A N/A;HK;TW
KYG870161463 ISIN;TCL COMMUNICATION TECH HLDGS;Communications;Telecommunication Equip;1150.32;1150318702.80; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;30.06.2016;#N/A N/A;#N/A N/A;55.11811066;CN;CN
KYG875721634 ISIN;TENCENT HOLDINGS LTD;Communications;Internet Applic Sftwr;229842.16;229842150731.84; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;CN;USD;08.08.2016;A;A2;13715.33887;CN;CN
KYG875721634 ISIN;TENCENT HOLDINGS LTD;Communications;Internet Applic Sftwr;229842.16;229842150731.84; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;CN;USD;08.08.2016;A;A2;13715.33887;CN;CN
KYG8813K1085 ISIN;THE UNITED LABORATORIES INTE;Consumer, Non-cyclical;Medical-Drugs;600.32;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;#N/A Field Not Applicable;#N/A N/A;#N/A N/A;740.1574707;HK;HK
KYG884931042 ISIN;361 DEGREES INTERNATIONAL;Consumer, Cyclical;Retail-Apparel/Shoe;682.31;682308660.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;05.08.2016;BB;#N/A N/A;2784.055176;CN;CN
KYG8878S1030 ISIN;TINGYI (CAYMAN ISLN) HLDG CO;Consumer, Non-cyclical;Food-Flour&Grain;4908.68;4908675598.50; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;08.08.2016;BBB+;Baa1;150.5354309;CN;CN
KYG8878S1030 ISIN;TINGYI (CAYMAN ISLN) HLDG CO;Consumer, Non-cyclical;Food-Flour&Grain;4908.68;4908675598.50; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;08.08.2016;BBB+;Baa1;150.5354309;CN;CN
KYG9222R1065 ISIN;UNI-PRESIDENT CHINA HOLDINGS;Consumer, Non-cyclical;Food-Misc/Diversified;3239.50;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;#N/A Field Not Applicable;#N/A N/A;#N/A N/A;#N/A N/A;CN;TW
KYG960071028 ISIN;WH GROUP LTD;Consumer, Non-cyclical;Food-Meat Products;10986.32;10986315833.25; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;19.07.2016;#N/A N/A;#N/A N/A;6199.047363;HK;HK
KYG981001038 ISIN;WUZHOU INTERNATIONAL HOLDING;Financial;Real Estate Oper/Develop;3842.50;3842500133.78; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;HKD;08.08.2016;#N/A N/A;#N/A N/A;2688271;CN;CN
KYG981491007 ISIN;WYNN MACAU LTD;Consumer, Cyclical;Casino Hotels;8380.38;8380381825.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MO;USD;08.08.2016;BB;#N/A N/A;29111.07031;MO;US
LU0323134006 ISIN;ARCELORMITTAL;Basic Materials;Steel-Producers;19467.27;19467267320.15; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;LU;USD;05.08.2016;BB;WR;574372;LU;LU
MX01AC100006 ISIN;ARCA CONTINENTAL SAB DE CV;Consumer, Non-cyclical;Beverages-Non-alcoholic;11393.53;11393527960.90; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;25.07.2016;#N/A N/A;A2;827.5354614;MX;MX
MX01AX040009 ISIN;AXTEL SAB DE CV - CPO;Communications;Telephone-Integrated;606.44;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Unit;MX;USD;#N/A Field Not Applicable;BB;WR;1834.236206;MX;MX
MX01GA000004 ISIN;GRUPO AEROPORT DEL PACIFIC-B;Industrial;Airport Develop/Maint;5620.12;5620123903.13; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;29.07.2016;#N/A N/A;Baa1;1279.724365;MX;MX
MX01LA040003 ISIN;GRUPO LALA SAB DE CV;Consumer, Non-cyclical;Food-Dairy Products;5298.49;5298494717.54; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;08.08.2016;#N/A N/A;#N/A N/A;240.9448853;MX;MX
MX01OH010006 ISIN;OHL MEXICO SAB DE CV;Consumer, Non-cyclical;Public Thoroughfares;2453.12;2453120777.96; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;04.08.2016;#N/A N/A;#N/A N/A;1704.181152;MX;ES
MX01PI000005 ISIN;PROMOTORA Y OPERADORA DE INF;Industrial;Building-Heavy Construct;5155.20;5155196582.79; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;04.08.2016;NR;WR;1570.488159;MX;MX
MXCFFU000001 ISIN;FIBRA UNO ADMINISTRACION SA;Financial;REITS-Diversified;6552.28;6552278397.76; -   ; -   ; -   ;#N/A Field Not Applicable;REIT;MX;USD;05.08.2016;#N/A N/A;#N/A N/A;25475.22852;MX;MX
MXP000511016 ISIN;ALFA S.A.B.-A;Diversified;Diversified Operations;8602.44;8602440000.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;08.08.2016;BBB;#N/A N/A;9971.472656;MX;MX
MXP001661018 ISIN;GRUPO AEROPORT DEL SURESTE-B;Industrial;Airport Develop/Maint;4595.47;4595469607.66; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;27.07.2016;#N/A N/A;#N/A N/A;72.32283783;MX;MX
MXP001691213 ISIN;AMERICA MOVIL SAB DE C-SER L;Communications;Cellular Telecom;38412.29;38412293028.19; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;MX;USD;08.08.2016;A-;WR;208371.3125;MX;MX
MXP200821413 ISIN;CONTROLADORA COML MEXIC-UBC;Consumer, Non-cyclical;Food-Retail;1842.81;1842809816.30; -   ; -   ; -   ;#N/A Field Not Applicable;Unit;MX;USD;#N/A Field Not Applicable;NR;#N/A N/A;17.71653557;MX;MX
MXP225611567 ISIN;CEMEX SAB-CPO;Industrial;Bldg Prod-Cement/Aggreg;10783.76;10783763181.73; -   ; -   ; -   ;#N/A Field Not Applicable;Unit;MX;USD;08.08.2016;B+;WR;290724.3438;MX;MX
MXP2861W1067 ISIN;COCA-COLA FEMSA SAB-SER L;Consumer, Non-cyclical;Beverages-Non-alcoholic;15956.04;15956035096.65; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;14.07.2016;A-;WR;31.59055138;MX;MX
MXP320321310 ISIN;FOMENTO ECONOMICO MEXICA-UBD;Consumer, Non-cyclical;Beverages-Non-alcoholic;31102.87;31102867252.25; -   ; -   ; -   ;#N/A Field Not Applicable;Unit;MX;USD;13.07.2016;A-;#N/A N/A;18918.74023;MX;MX
MXP369181377 ISIN;EL PUERTO DE LIVERPOOL-C1;Consumer, Cyclical;Retail-Major Dept Store;13418.27;13418274554.78; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;26.07.2016;BBB+;#N/A N/A;107.0866165;MX;MX
MXP370641013 ISIN;GRUPO FINANCIERO INBURSA-O;Financial;Commer Banks Non-US;11219.25;11219252962.86; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;20.07.2016;#N/A N/A;#N/A N/A;2026.708618;MX;MX
MXP370711014 ISIN;GRUPO FINANCIERO BANORTE-O;Financial;Commer Banks Non-US;15532.89;15532885552.80; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;08.08.2016;#N/A N/A;#N/A N/A;10180.19727;MX;MX
MXP370841019 ISIN;GRUPO MEXICO SAB DE CV-SER B;Basic Materials;Non-Ferrous Metals;20202.08;20202075000.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;08.08.2016;BBB;#N/A N/A;33171.26172;MX;MX
MXP371491046 ISIN;EMPRESAS ICA S.A.B;Industrial;Building-Heavy Construct;65.78;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;#N/A Field Not Applicable;D;WR;118.1102371;MX;MX
MXP461181085 ISIN;GRUPO CARSO SAB DE CV-SER A1;Diversified;Diversified Operations;9145.26;9145261949.07; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;01.08.2016;#N/A N/A;#N/A N/A;624.5669556;MX;MX
MXP4948K1056 ISIN;GRUMA S.A.B.-B;Consumer, Non-cyclical;Food-Flour&Grain;6201.29;6201294302.07; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;08.08.2016;BBB;WR;971.0393677;MX;MX
MXP495211262 ISIN;GRUPO BIMBO SAB- SERIES A;Consumer, Non-cyclical;Food-Baking;13665.15;13665147600.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;03.08.2016;BBB;#N/A N/A;3649.960693;MX;MX
MXP4987V1378 ISIN;GRUPO TELEVISA SAB-SER CPO;Communications;Broadcast Serv/Program;15476.48;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Unit;MX;USD;#N/A Field Not Applicable;BBB+;Baa1;5476.141602;MX;MX
MXP554091415 ISIN;INDUSTRIAS PENOLES SAB DE CV;Basic Materials;Non-Ferrous Metals;10700.05;10700047109.24; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;08.08.2016;BBB;Baa2 *-;3712.08667;MX;MX
MXP606941179 ISIN;KIMBERLY-CLARK DE MEXICO-A;Consumer, Non-cyclical;Consumer Products-Misc;7393.53;7393529376.15; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;MX;USD;02.08.2016;A-;#N/A N/A;4752.039551;MX;MX
NL0000009082 ISIN;KONINKLIJKE KPN NV;Communications;Telephone-Integrated;14518.87;14518865857.60; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;NL;USD;20.07.2016;BBB-;#N/A N/A;1157.968506;NL;NL
NL0000009082 ISIN;KONINKLIJKE KPN NV;Communications;Telephone-Integrated;14518.87;14518865857.60; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;NL;USD;20.07.2016;BBB-;#N/A N/A;1157.968506;NL;NL
NL0000009132 ISIN;AKZO NOBEL;Basic Materials;Chemicals-Diversified;16122.25;16122253417.20; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;NL;USD;28.07.2016;BBB+;#N/A N/A;509.433075;NL;NL
NL0000009132 ISIN;AKZO NOBEL;Basic Materials;Chemicals-Diversified;16122.25;16122253417.20; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;NL;USD;28.07.2016;BBB+;#N/A N/A;509.433075;NL;NL
NL0000009355 ISIN;UNILEVER NV-CVA;Consumer, Non-cyclical;Cosmetics&Toiletries;138049.77;138049767257.28; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Dutch Cert;GB;USD;04.08.2016;A+;A1;25795.81836;GB;GB
NL0000009355 ISIN;UNILEVER NV-CVA;Consumer, Non-cyclical;Cosmetics&Toiletries;138049.77;138049767257.28; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Dutch Cert;GB;USD;04.08.2016;A+;A1;25795.81836;GB;GB
NL0000009538 ISIN;KONINKLIJKE PHILIPS NV;Industrial;Electronic Compo-Misc;25229.43;25229430983.40; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;NL;USD;08.08.2016;BBB+;Baa1;23236.68555;NL;NL
NL0000009827 ISIN;KONINKLIJKE DSM NV;Basic Materials;Chemicals-Diversified;11248.35;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;NL;USD;#N/A Field Not Applicable;A-;A3;412.6614075;NL;NL
NL0000303709 ISIN;AEGON NV;Financial;Multi-line Insurance;9033.23;9033225081.07; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;NL;USD;02.08.2016;A-;A3;36039.10938;NL;NL
NL0000379121 ISIN;RANDSTAD HOLDING NV;Consumer, Non-cyclical;Human Resources;7824.07;7824072296.25; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;NL;USD;21.07.2016;#N/A N/A;#N/A N/A;189.8740082;NL;NL
NL0000395903 ISIN;WOLTERS KLUWER;Communications;Publishing-Periodicals;6786.14;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;NL;USD;#N/A Field Not Applicable;BBB+;#N/A N/A;#N/A N/A;NL;NL
NL0000687663 ISIN;AERCAP HOLDINGS NV;Financial;Finance-Leasing Compan;7458.83;7458832373.12; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;IE;USD;08.08.2016;BBB-;#N/A N/A;2626791.25;IE;IE
NL0006144495 ISIN;RELX NV;Consumer, Non-cyclical;Commercial Services;38804.38;38804383410.58; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;GB;USD;28.07.2016;BBB+;#N/A N/A;6689.433105;GB;GB
NL0009739424 ISIN;TNT EXPRESS NV;Industrial;Transport-Services;5670.13;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;NL;USD;27.07.2016;NR;WR;52.74803162;NL;US
NL0009805522 ISIN;YANDEX NV-A;Communications;Web Portals/ISP;6988.43;6988430023.19; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;RU;USD;08.08.2016;#N/A N/A;#N/A N/A;2490012.75;RU;RU
NL0010273215 ISIN;ASML HOLDING NV;Technology;Semiconductor Equipment;47536.68;47536683853.00; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;NL;USD;05.08.2016;#N/A N/A;WR;18576.76367;NL;NL
NL0010672325 ISIN;KONINKLIJKE AHOLD NV;Consumer, Non-cyclical;Food-Retail; #N/A N/A ; #N/A N/A ; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;NL;MXN;#N/A Field Not Applicable;BBB;Baa2;#N/A N/A;NL;NL
NO0003033102 ISIN;KONGSBERG AUTOMOTIVE ASA;Consumer, Cyclical;Auto/Trk Prts&Equip-Orig;288.81;288805373.01; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;NO;USD;27.07.2016;#N/A N/A;#N/A N/A;752.2125854;NO;NO
NO0010686934 ISIN;REC SOLAR ASA;Energy;Energy-Alternate Sources;510.00;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;SG;USD;#N/A Field Not Applicable;#N/A N/A;#N/A N/A;#N/A N/A;NO;CN
PR7331747001 ISIN;POPULAR INC;Financial;Commer Banks-Southern US;3829.79;3829791822.12; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;PR;USD;08.08.2016;B+;#N/A N/A;562389.625;PR;PR
SE0000103699 ISIN;HEXAGON AB-B SHS;Industrial;Machinery-General Indust;13986.21;13986211203.41; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;SE;USD;08.07.2016;#N/A N/A;#N/A N/A;144.3228302;SE;SE
SE0000108227 ISIN;SKF AB-B SHARES;Industrial;Metal Processors&Fabrica;7299.53;7299526407.70; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;SE;USD;04.08.2016;BBB;#N/A N/A;1902.165405;SE;SE
SE0000108656 ISIN;ERICSSON LM-B SHS;Communications;Networking Products;24123.61;24123605132.31; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;SE;USD;05.08.2016;BBB+;WR;99336.77344;SE;SE
SE0000115446 ISIN;VOLVO AB-B SHS;Consumer, Cyclical;Auto-Med&Heavy Duty Trks;22008.80;22008802909.28; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;SE;USD;08.08.2016;BBB;Baa2;1201.637817;SE;SE
SE0000667925 ISIN;TELIA CO AB;Communications;Telephone-Integrated;19528.68;19528682362.31; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;SE;USD;01.08.2016;A-;#N/A N/A;1877.181152;SE;SE
SE0000667925 ISIN;TELIA CO AB;Communications;Telephone-Integrated;19528.68;19528682362.31; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;SE;USD;01.08.2016;A-;#N/A N/A;1877.181152;SE;SE
SE0005126729 ISIN;PA RESOURCES AB;Energy;Oil Comp-Explor&Prodtn;118.83;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;SE;USD;#N/A Field Not Applicable;#N/A N/A;#N/A N/A;#N/A N/A;SE;SE
US00507V1098 ISIN;ACTIVISION BLIZZARD INC;Technology;Entertainment Software;30110.98;30110977387.82; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;BBB-;#N/A N/A;8795436;US;US
US00724F1012 ISIN;ADOBE SYSTEMS INC;Technology;Electronic Forms;49076.67;49076669953.08; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;A-;#N/A N/A;2969788.5;US;US
US00751Y1064 ISIN;ADVANCE AUTO PARTS INC;Consumer, Cyclical;Retail-Auto Parts;12422.15;12422146230.64; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;BBB-;WR;973655.0625;US;US
US0143391052 ISIN;ALDER BIOPHARMACEUTICALS INC;Consumer, Non-cyclical;Medical-Biomedical/Gene;1526.62;1526624232.12; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;#N/A N/A;#N/A N/A;882122.4375;US;US
US01609W1027 ISIN;ALIBABA GROUP HOLDING-SP ADR;Communications;E-Commerce/Products;212098.52;212098517970.00; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;ADR;CN;USD;08.08.2016;A+;#N/A N/A;13188704;CN;CN
US0231351067 ISIN;AMAZON.COM INC;Communications;E-Commerce/Products;363405.81;363405814355.52; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;AA-;WR;4019236;US;US
US04247X1028 ISIN;ARMSTRONG WORLD INDUSTRIES;Industrial;Bldg&Construct Prod-Misc;2470.73;2470734809.76; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;BB;#N/A N/A;648571.5;US;US
US0453271035 ISIN;ASPEN TECHNOLOGY INC;Technology;Computer Aided Design;3508.84;3508837964.08; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;NR;WR;699901;US;US
US05463EAB48 ISIN;AXIS BANK/DUBAI;Financial;Commer Banks Non-US; #N/A Field Not Applicable ; 1,362,600,034,870.00 ; 1.00 ; 1.00 ; 1.00 ;750000000;EURO MTN;AE;USD;05.08.2016;#N/A N/A;#N/A N/A;351.08;IN;IN
US05577E1010 ISIN;BT GROUP PLC-SPON ADR;Communications;Telephone-Integrated;52894.27;52894274325.12; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;ADR;GB;USD;08.08.2016;BBB+;#N/A N/A;383778.75;GB;GB
US0567521085 ISIN;BAIDU INC - SPON ADR;Communications;Web Portals/ISP;57633.35;57633354112.50; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;ADR;CN;USD;08.08.2016;#N/A N/A;A3;3396809.5;CN;CN
US05965X1090 ISIN;BANCO SANTANDER-CHILE-ADR;Financial;Commer Banks Non-US;10133.69;10133690468.67; -   ; -   ; -   ;#N/A Field Not Applicable;ADR;CL;USD;08.08.2016;A;#N/A N/A;408669.2813;CL;ES
US06120TAA60 ISIN;BANK OF CHINA;Financial;Commer Banks Non-US; #N/A Field Not Applicable ; 1,102,230,480,860.00 ; 1.00 ; 1.00 ; 1.00 ;3000000000;EURO-DOLLAR;CN;USD;05.08.2016;A;#N/A N/A;1178.142857;CN;CN
US0640581007 ISIN;BANK OF NEW YORK MELLON CORP;Financial;Fiduciary Banks;43336.90;43336904667.21; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;A;A1;5752111.5;US;US
US06652K1034 ISIN;BANKUNITED INC;Financial;Commer Banks-Southern US;3152.60;3152604426.63; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;#N/A N/A;#N/A N/A;995974.9375;US;US
US0846701086 ISIN;BERKSHIRE HATHAWAY INC-CL A;Financial;Reinsurance;358887.90;358887899379.16; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;AA;Aa2;289.7243958;US;US
US09061G1013 ISIN;BIOMARIN PHARMACEUTICAL INC;Consumer, Non-cyclical;Medical-Biomedical/Gene;16186.39;16186385595.42; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;NR;#N/A N/A;1737595.125;US;US
US1014051080 ISIN;BOULDER BRANDS INC;Consumer, Non-cyclical;Food-Misc/Diversified;680.98;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;#N/A Field Not Applicable;NR;#N/A N/A;#N/A N/A;US;US
